customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04189,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,97.22,3508.2,No
CUST-04190,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,96.11,279.37,No
CUST-04191,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.69,4653.74,No
CUST-04192,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),20.13,999.12,No
CUST-04193,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.46,4229.48,Yes
CUST-04194,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,93.1,2329.02,No
CUST-04195,Male,0,Yes,No,39,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,39.67,1506.77,No
CUST-04196,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),79.53,4546.21,No
CUST-04197,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),110.95,3865.89,No
CUST-04198,Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),93.29,3224.37,No
CUST-04199,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.76,3556.35,No
CUST-04200,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,48.99,1187.53,No
CUST-04201,Female,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,81.65,2820.14,No
CUST-04202,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.44,1709.94,Yes
CUST-04203,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.78,1808.96,No
CUST-04204,Female,1,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),93.54,1936.82,No
CUST-04205,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45.92,995.43,No
CUST-04206,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,68.78,1736.24,No
CUST-04207,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.87,1684.08,No
CUST-04208,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,26.99,852.54,No
CUST-04209,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.65,1201.92,No
CUST-04210,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),48.66,1545.7,No
CUST-04211,Male,1,Yes,Yes,14,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),22.78,331.87,No
CUST-04212,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,41.36,1855.83,No
CUST-04213,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,70.22,640.46,No
CUST-04214,Male,1,No,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.17,2375.17,No
CUST-04215,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.94,276.0,Yes
CUST-04216,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),112.65,3586.25,Yes
CUST-04217,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,64.72,680.7,No
CUST-04218,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,81.73,3753.9,No
CUST-04219,Female,0,No,No,67,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,21.04,1337.33,Yes
CUST-04220,Female,0,No,No,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.92,2842.07,No
CUST-04221,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.21,3377.73,No
CUST-04222,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,49.23,1673.83,Yes
CUST-04223,Male,1,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.14,110.0,No
CUST-04224,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),38.11,1626.47,No
CUST-04225,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,64.66,3175.23,No
CUST-04226,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.1,753.07,No
CUST-04227,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,41.45,1245.33,No
CUST-04228,Female,1,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.95,2333.34,Yes
CUST-04229,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,39.47,1976.06,No
CUST-04230,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),29.69,961.29,No
CUST-04231,Male,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,26.38,1340.26,No
CUST-04232,Male,1,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,116.87,3171.15,Yes
CUST-04233,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,26.69,1107.06,No
CUST-04234,Female,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,61.35,3342.31,No
CUST-04235,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.11,1528.52,No
CUST-04236,Female,1,Yes,No,67,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,114.46,7705.47,Yes
CUST-04237,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),107.11,4397.26,No
CUST-04238,Male,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,41.77,1640.24,No
CUST-04239,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,26.47,319.03,No
CUST-04240,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,61.79,0.0,Yes
CUST-04241,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),28.09,1429.65,No
CUST-04242,Male,1,No,Yes,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,105.11,4450.72,No
CUST-04243,Female,1,No,Yes,45,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,88.38,3633.85,No
CUST-04244,Male,1,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,112.38,2589.89,Yes
CUST-04245,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,74.95,4022.28,No
CUST-04246,Male,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.44,1497.27,No
CUST-04247,Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,68.06,3329.14,No
CUST-04248,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.08,2166.76,No
CUST-04249,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.31,1091.13,No
CUST-04250,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.87,7059.93,No
CUST-04251,Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),87.05,395.2,No
CUST-04252,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,24.24,311.51,No
CUST-04253,Male,1,No,No,16,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,90.57,1392.44,Yes
CUST-04254,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,28.07,994.17,Yes
CUST-04255,Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,57.06,4054.53,No
CUST-04256,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),96.63,1077.93,No
CUST-04257,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.81,1650.48,No
CUST-04258,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),47.27,344.98,No
CUST-04259,Male,1,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),37.53,1749.31,No
CUST-04260,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105.01,2670.45,Yes
CUST-04261,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.79,641.09,No
CUST-04262,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.58,3611.79,No
CUST-04263,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.53,1418.03,No
CUST-04264,Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,68.73,1968.6,No
CUST-04265,Male,0,Yes,Yes,68,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),34.74,2454.87,No
CUST-04266,Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,93.76,918.92,No
CUST-04267,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.31,2040.92,No
CUST-04268,Female,0,No,No,25,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,22.34,533.83,Yes
CUST-04269,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),112.76,1674.2,Yes
CUST-04270,Female,0,Yes,No,43,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),107.3,4435.17,No
CUST-04271,Female,1,Yes,Yes,22,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,47.78,1061.57,No
CUST-04272,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),47.19,1112.18,Yes
CUST-04273,Female,1,No,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.92,2544.83,No
CUST-04274,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,79.91,5461.02,No
CUST-04275,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.1,44.37,Yes
CUST-04276,Male,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,97.54,2755.4,No
CUST-04277,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),25.85,1532.93,Yes
CUST-04278,Female,0,No,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.78,3047.89,No
CUST-04279,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.58,4487.9,Yes
CUST-04280,Male,0,No,Yes,31,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.97,2832.14,Yes
CUST-04281,Female,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,105.18,4128.05,No
CUST-04282,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,42.44,482.03,No
CUST-04283,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.11,2107.69,No
CUST-04284,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),54.83,101.1,No
CUST-04285,Male,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.76,2385.49,Yes
CUST-04286,Female,0,No,No,39,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.84,4284.3,Yes
CUST-04287,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.76,1236.43,No
CUST-04288,Male,1,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),86.5,4687.04,No
CUST-04289,Male,0,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,40.01,437.5,Yes
CUST-04290,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),106.24,0.0,No
CUST-04291,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.73,1222.54,Yes
CUST-04292,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71.76,3109.42,No
CUST-04293,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.9,3142.38,No
CUST-04294,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.53,3919.27,No
CUST-04295,Male,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,70.22,4456.77,No
CUST-04296,Female,0,No,Yes,11,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),92.75,1054.58,Yes
CUST-04297,Female,0,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,30.08,756.7,No
CUST-04298,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.22,3856.62,No
CUST-04299,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.96,2280.16,Yes
CUST-04300,Female,1,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.88,4939.11,No
CUST-04301,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),96.08,2411.28,Yes
CUST-04302,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,106.91,2161.99,No
CUST-04303,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,27.41,169.93,Yes
CUST-04304,Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.38,1132.07,No
CUST-04305,Male,1,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),46.4,1609.66,No
CUST-04306,Female,0,Yes,No,61,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.14,4275.33,No
CUST-04307,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.78,915.94,Yes
CUST-04308,Female,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,33.06,1268.37,No
CUST-04309,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.66,2848.57,No
CUST-04310,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),115.61,5888.91,No
CUST-04311,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.63,1190.42,No
CUST-04312,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.33,74.9,Yes
CUST-04313,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.68,5047.51,Yes
CUST-04314,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),61.06,368.7,No
CUST-04315,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),85.48,4672.17,No
CUST-04316,Male,1,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),48.57,1779.16,No
CUST-04317,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.84,285.37,Yes
CUST-04318,Female,0,No,No,57,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),39.25,2296.14,No
CUST-04319,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),37.56,2061.53,No
CUST-04320,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),42.7,1515.9,No
CUST-04321,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),40.12,511.18,No
CUST-04322,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),99.37,3484.87,No
CUST-04323,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,71.33,1524.17,No
CUST-04324,Female,1,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,47.65,2387.66,No
CUST-04325,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,52.51,48.2,No
CUST-04326,Male,1,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,113.78,4720.4,Yes
CUST-04327,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,36.39,985.22,No
CUST-04328,Female,1,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),106.68,5680.02,No
CUST-04329,Male,0,No,No,39,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),91.68,3375.38,No
CUST-04330,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,79.35,1774.82,No
CUST-04331,Male,0,No,Yes,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.41,3126.67,No
CUST-04332,Male,0,Yes,No,27,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),60.29,1466.22,No
CUST-04333,Male,0,No,No,50,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),61.89,2796.84,No
CUST-04334,Male,0,Yes,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.61,2055.92,No
CUST-04335,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.09,695.51,No
CUST-04336,Male,0,No,Yes,13,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.12,885.95,No
CUST-04337,Female,0,Yes,No,44,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),94.86,4340.35,No
CUST-04338,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,99.01,3316.73,No
CUST-04339,Female,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.21,1583.25,No
CUST-04340,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),80.34,4798.03,No
CUST-04341,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,61.58,4375.6,No
CUST-04342,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.81,1694.12,No
CUST-04343,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.85,1058.31,No
CUST-04344,Male,0,No,Yes,46,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,76.75,3882.37,No
CUST-04345,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.26,1401.14,No
CUST-04346,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),25.08,1602.07,No
CUST-04347,Male,1,Yes,Yes,51,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),42.96,2311.23,No
CUST-04348,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,101.34,7384.51,No
CUST-04349,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.37,600.57,No
CUST-04350,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,64.04,1357.11,No
CUST-04351,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.9,958.32,Yes
CUST-04352,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,43.36,452.78,Yes
CUST-04353,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.99,3257.65,No
CUST-04354,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,103.06,2680.36,Yes
CUST-04355,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.03,5254.8,No
CUST-04356,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),104.32,5267.67,No
CUST-04357,Female,0,Yes,No,49,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,103.69,5324.92,No
CUST-04358,Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,40.15,305.48,No
CUST-04359,Male,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),82.5,4364.59,No
CUST-04360,Male,0,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.83,4241.84,Yes
CUST-04361,Female,0,No,No,66,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.11,5113.66,No
